Id,Start time,Completion time,Email,Name,What is your age group?,What is your occupation?,How often do you use the internet for work or personal activities?,Which devices do you use regularly?,How would you rate your cybersecurity knowledge based on your experience and security habits?.Rate your cybersecurity knowledge.,Which of the following is the most secure way to create a password?,"Have you ever been a victim of a cyber threat (e.g., phishing, hacked account, identity theft)?",If you choose yes above: What type of cyber threat did you experience?,Which of the following do you think are cybersecurity threats?,How have you learned about Cyber Security?,How do you typically create your passwords?,How often do you update your passwords?,"If you don’t update passwords regularly, why not?",Do you enable Two-Factor Authentication (2FA) on any accounts for extra security?,"If you receive a suspicious email, what is your first reaction?",How often do you read privacy policies before accepting them?,"If a pop-up warns you about a security risk, what would you do?",What are the main reasons people fall for cyber scams?,Why do you think people fall for cyber scams?,What makes you trust a website or online service?,Did you know AI tools can analyze cybersecurity risks?,"Would you use an AI-powered assistant to explain cybersecurity threats in simple terms? 
","Have you ever used AI tools (e.g., ChatGPT, Gemini, DeepSeek) for cybersecurity advice?","What concerns, if any, do you have about AI for Cyber Security?","If an AI could help you improve your cybersecurity knowledge, how would you like it to assist you?",What is the biggest challenge in learning cybersecurity?,Would you like to be updated on the results of this project?,Please enter your email if you’d like to receive updates.,"Is there anything missing from this survey or anything you would like to add about cybersecurity awareness? 
"
39,3/4/2025 15:17,3/4/2025 15:25,anonymous,,18-24,Student,Daily,"Smartphone;Laptop;Smart home devices (Alexa, Google Home, etc.)",Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,I don’t actively learn about cybersecurity,Reuse passwords across accounts,Never,I don’t think it’s necessary,Yes,Report it;Depends on the sender;Verify sender details before taking action,Sometimes,Google the warning for more info;Close it immediately,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check,,,No,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data,"Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts", I don’t know where to start,No,,
40,3/4/2025 15:11,3/4/2025 15:33,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Tablet,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,I don’t actively learn about cybersecurity,Reuse passwords across accounts;Use simple/easy-to-remember passwords,Only when required,Takes too much time,No,Ignore it,Rarely,Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,"Yes, but only if it’s interactive","I’ve used AI, but not for cybersecurity",AI could collect too much personal data; AI might make mistakes and misidentify threats,"Step-by-step guides;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)", I don’t know where to start,Yes,,
41,3/4/2025 15:32,3/4/2025 15:38,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Tablet,Basic ,Writing down passwords in a notebook so you don’t forget them.,No,,Public WiFi risks;Weak passwords,"Social media (TikTok, Twitter, Instagram, etc.)",Reuse passwords across accounts,Only when required,I forget to update my passwords,Not sure what it is,Report it,Sometimes,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They trust emails or messages that seem urgent,,,No,Yes,No,AI could collect too much personal data;AI replacing human cybersecurity experts,Quick answers to security questions;Short educational videos explaining security concepts;Step-by-step guides,Online resources are too boring or hard to understand,Yes,,
42,3/4/2025 15:40,3/4/2025 15:44,anonymous,,18-24,Student,Daily,Laptop;Smartphone;Desktop computer,Some ,Using a password manager to generate and store unique passwords.,Yes,Hacked account,Phishing;Ransomware;Public WiFi risks;Weak passwords;All of the above;AI-driven cyber attacks,Formal training at work or school,Create unique passwords for each account,Every few months,.,Yes,Ignore it;Report it,Sometimes,Close it immediately,They don’t recognize the scam;They don’t think cybersecurity is important;They trust emails or messages that seem urgent,,,No,Yes,Yes,AI could be biased and not work equally for everyone," Hands-on simulations (e.g., recognizing phishing emails in real-time);Step-by-step guides;Quick answers to security questions",Cyber Security is too technical and complex,Yes,,
43,3/4/2025 15:44,3/4/2025 15:50,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Tablet,Basic ,Writing down passwords in a notebook so you don’t forget them.,Yes,Phishing,All of the above,Formal training at work or school,Use a password manager,Only when required,I forget to update my passwords,Yes,Ignore it,Rarely,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They trust emails or messages that seem urgent,,,No,Maybe,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,No,,
44,3/4/2025 16:24,3/4/2025 16:31,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Some ,Using a password manager to generate and store unique passwords.,No,,All of the above,Formal training at work or school;Friends and family;News & articles,Create unique passwords for each account,Only when required,Too difficult to remember new passwords,Yes,Verify sender details before taking action;Depends on the sender,Rarely,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam,,,No,Maybe,Yes, AI might make mistakes and misidentify threats,Quick answers to security questions,I think I already know enough,No,,
45,3/4/2025 16:48,3/4/2025 16:50,anonymous,,18-24,Student,Daily,Smartphone;Desktop computer,No knowledge ,Writing down passwords in a notebook so you don’t forget them.,Yes,Data breach,Public WiFi risks,I don’t actively learn about cybersecurity,Create unique passwords for each account,Only when required,I forget to update my passwords,No,Depends on the sender,Rarely,Read carefully before taking action,They are in a rush and don’t double-check,,,No,Maybe,No,AI could be biased and not work equally for everyone,Cybersecurity challenges or mini-games to learn security skills. ,I don’t have time to learn,No,,
46,3/4/2025 17:32,3/4/2025 17:35,anonymous,,18-24,Student,Daily,Smartphone;Laptop,Basic ,"Using a mix of letters, numbers, and symbols but reusing the same password across multiple accounts.",Yes,Phishing,All of the above,"Social media (TikTok, Twitter, Instagram, etc.)",Reuse passwords across accounts,Only when required,Takes too much time,Yes,Ignore it,Never,Close it immediately,They don’t recognize the scam,,,No,Yes,Yes,AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches)",Online resources are too boring or hard to understand,No,,
47,3/4/2025 17:32,3/4/2025 17:39,anonymous,,25-34,"Creative Industry (Design, Writing, Arts)",Daily,"Smartphone;Desktop computer;Smart home devices (Alexa, Google Home, etc.)",Good ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;Weak passwords;All of the above;AI-driven cyber attacks,"Social media (TikTok, Twitter, Instagram, etc.);Online courses (YouTube, Udemy, etc.);News & articles",Create unique passwords for each account,Only when required,I don’t think it’s necessary,Yes,Ignore it;Report it,Never,Read carefully before taking action,They don’t recognize the scam,,,No,No,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,No,,
48,3/4/2025 17:41,3/4/2025 17:48,anonymous,,18-24,Student,Daily,Smartphone;Laptop;Desktop computer,Some ,Using a password manager to generate and store unique passwords.,No,,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,News & articles;Formal training at work or school,Create unique passwords for each account;Reuse passwords across accounts,Only when required,I forget to update my passwords,Yes,Ignore it;Report it,Sometimes,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check,,,Yes,No,No, AI might make mistakes and misidentify threats;AI could collect too much personal data;AI replacing human cybersecurity experts,"Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,No,,
49,3/4/2025 18:16,3/4/2025 18:19,anonymous,,Under 18,Student,Daily,Smartphone;Laptop;Tablet,Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,Formal training at work or school,Reuse passwords across accounts,Only when required,Takes too much time,Yes,Ignore it,Never,Read carefully before taking action;Google the warning for more info,Scammers are getting more convincing;They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Maybe,Yes, AI might make mistakes and misidentify threats,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",I think I already know enough,No,,
50,3/4/2025 18:17,3/4/2025 18:24,anonymous,,Under 18,Student,Daily,Smartphone;Laptop;Tablet,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing;Hacked account,All of the above,Formal training at work or school,Reuse passwords across accounts;Use simple/easy-to-remember passwords,Only when required,Too difficult to remember new passwords,Yes,Depends on the sender;Click the link to check what it says,Never,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Yes,"I’ve used AI, but not for cybersecurity", AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts", I don’t know where to start,No,,
51,3/4/2025 18:20,3/4/2025 18:25,anonymous,,35-44,IT/Cybersecurity professional,Daily,Laptop;Desktop computer;Smartphone,Very,Using a password manager to generate and store unique passwords.,No,N/A,Weak passwords;Ransomware;Phishing,Formal training at work or school;News & articles,Create unique passwords for each account;Use a password manager,Only when required,"Utilizing updated NIST guidance, I make my passwords as long as possible, utilize passwordless logins where possible and check actual passwords against known breached passwords and update them at that point if necessary (NIST 800-63B)",Yes,Report it;Ignore it,Always,Read carefully before taking action,They are in a rush and don’t double-check;They don’t think cybersecurity is important;They trust emails or messages that seem urgent,,,No,No,No, AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone,"Real-time alerts for security threats (e.g., phishing, data breaches)",There are no obstacles to me learning more.,No,,
